data,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2020-12-31,221.34375,254.52083333333334,259.6875,190.8125,215.2125,250.2,193.72916666666666,201.10416666666666,224.40625,225.84375,238.59375,179.875,184.35416666666666,205.41666666666666,248.14583333333334,237.234375,259.8125,245.78125,214.28125,283.1
2021-01-31,151.65625,159.54166666666666,171.0625,218.0625,177.9125,158.5875,169.25,256.6458333333333,188.4375,193.4375,206.8125,276.25,242.45833333333334,189.83333333333334,187.64583333333334,230.234375,246.03125,239.21875,214.71875,179.1
2021-02-28,150.84375,155.85416666666666,141.28125,156.41666666666666,131.15,148.45,151.91666666666666,208.3125,139.75,143.46875,169.34375,194.6875,175.33333333333334,146.97916666666666,243.14583333333334,214.296875,190.125,162.6875,172.09375,126.3
2021-03-31,189.03125,166.02083333333334,186.65625,226.9375,205.35,185.1125,201.25,243.60416666666666,191.0625,212.4375,214.0,233.9375,213.1875,186.70833333333334,288.5208333333333,233.21875,260.71875,222.21875,232.875,205.39999999999998
2021-04-30,73.9375,61.041666666666664,50.6875,78.47916666666667,66.2625,57.0875,69.66666666666667,68.16666666666667,65.625,65.125,69.25,71.8125,70.0625,64.45833333333333,92.66666666666667,72.109375,78.875,66.5625,72.9375,68.1
2021-05-31,62.46875,70.6875,39.25,28.125,28.5625,48.3375,26.645833333333332,19.416666666666668,22.75,23.875,27.4375,21.125,24.541666666666668,23.666666666666668,20.708333333333332,23.8125,20.09375,20.96875,20.1875,50.0
2021-06-30,4.1875,4.0,2.71875,1.125,1.95,3.525,2.0208333333333335,0.2916666666666667,1.75,1.375,0.75,0.125,0.9583333333333334,1.4583333333333333,0.041666666666666664,0.15625,0.625,1.25,2.6875,0.2
2021-07-31,0.25,0.041666666666666664,0.125,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,0.625,0.75,0.6875,0.041666666666666664,0.0,0.125,0.0,0.041666666666666664,0.8125,0.125,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,0.0
2021-09-30,30.75,30.458333333333332,18.0625,13.895833333333334,16.875,18.2,16.708333333333332,13.791666666666666,32.6875,33.6875,34.625,17.125,16.875,17.208333333333332,38.416666666666664,40.71875,46.5625,44.3125,47.25,21.0
2021-10-31,97.1875,116.3125,106.046875,94.75,93.3,109.9375,104.58333333333333,112.41666666666667,106.03125,94.25,129.125,129.375,105.75,93.3125,147.0,125.234375,116.71875,125.46875,99.40625,253.9
2021-11-30,279.625,318.0,239.953125,246.85416666666666,224.975,280.0625,238.16666666666666,284.0625,266.5,263.1875,267.9375,302.4375,318.3333333333333,270.8333333333333,278.3541666666667,266.96875,268.09375,262.125,255.25,259.6
2021-12-31,311.5625,261.4791666666667,216.859375,272.5833333333333,226.7875,197.3875,233.45833333333334,297.5416666666667,282.1875,333.375,313.71875,309.1875,304.2083333333333,295.875,354.7291666666667,312.0625,329.46875,309.34375,314.15625,346.4
2022-01-31,60.40625,41.395833333333336,55.03125,146.70833333333334,89.8625,40.5625,85.25,154.22916666666666,152.78125,172.28125,180.5,155.875,161.77083333333334,166.70833333333334,253.25,220.015625,232.53125,187.1875,182.625,0.0
2022-02-28,162.15625,137.52083333333334,123.25,213.375,171.4125,114.8375,165.1875,200.3125,165.3125,178.875,201.5625,220.125,210.25,222.45833333333334,188.08333333333334,210.15625,186.96875,181.53125,165.59375,0.0
2022-03-31,136.125,91.70833333333333,105.828125,121.8125,113.6625,72.425,98.35416666666667,101.75,151.9375,150.625,134.84375,107.25,113.35416666666667,139.89583333333334,162.85416666666666,151.328125,161.59375,159.625,154.34375,0.0
2022-04-30,18.65625,35.666666666666664,19.84375,28.416666666666668,21.1125,18.1,16.875,38.75,16.9375,16.09375,23.34375,29.1875,27.770833333333332,17.520833333333332,38.625,26.65625,33.9375,25.96875,32.65625,0.0
2022-05-31,0.5625,0.75,1.875,0.9166666666666666,0.925,0.7,0.5,1.875,0.1875,0.3125,2.0,2.25,1.0,0.16666666666666666,2.0,2.4375,1.6875,0.75,0.75,0.0
2022-06-30,5.875,2.1666666666666665,3.015625,0.875,0.9375,1.225,0.3333333333333333,1.6875,0.25,0.375,0.625,0.6875,0.9375,0.5,0.5833333333333334,0.65625,0.5,0.5,0.4375,0.0
2022-07-31,0.125,0.125,0.03125,0.20833333333333334,0.175,0.1,0.08333333333333333,0.375,0.125,0.125,0.125,0.25,0.20833333333333334,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0
